2016-09-26 17:54:56,511 INFO  [pool-2-thread-1] c.t.v.t.a.CMOSDataUtil - Command-line option(s): [-c, config/cmos_datautil/cmos_datautil.properties]
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:09,316 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 001: FAIL
2016-09-26 19:04:09,316 ERROR [pool-198-thread-3] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:09,331 INFO  [pool-198-thread-3] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 002: FAIL
2016-09-26 19:04:14,847 INFO  [pool-198-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=003, jiraIssueKey=CMOS-2810, testResult=FAIL}
2016-09-26 19:04:16,003 INFO  [pool-198-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=002, jiraIssueKey=CMOS-2809, testResult=FAIL}
2016-09-26 19:04:17,034 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=001, jiraIssueKey=CMOS-2808, testResult=FAIL}
2016-09-26 19:04:17,597 INFO  [pool-198-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=004, jiraIssueKey=CMOS-2811, testResult=FAIL}
2016-09-26 19:04:19,253 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=001, jiraIssueKey=CMOS-2808, testResult=FAIL}
2016-09-26 19:04:19,487 INFO  [pool-198-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=003, jiraIssueKey=CMOS-2810, testResult=FAIL}
2016-09-26 19:04:21,518 INFO  [pool-198-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=002, jiraIssueKey=CMOS-2809, testResult=FAIL}
2016-09-26 19:04:22,300 INFO  [pool-198-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=004, jiraIssueKey=CMOS-2811, testResult=FAIL}
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Fail': JiraTestResult{testCaseId=001, jiraIssueKey=CMOS-2808, testResult=FAIL}
2016-09-26 19:04:22,940 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 005: FAIL
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,940 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 006: FAIL
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,940 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 007: FAIL
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,940 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 008: FAIL
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,940 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 009: FAIL
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,940 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 010: FAIL
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,940 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 011: FAIL
2016-09-26 19:04:22,940 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 012: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 013: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 014: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 015: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 016: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 017: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 018: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 019: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.getDocument(CollineSecurityAnalyser.java:276)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:241)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.compare(CollineSecurityAnalyser.java:229)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser.access$000(CollineSecurityAnalyser.java:58)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:122)
	at com.tdsecurities.vms.te.arat.cmos.CollineSecurityAnalyser$2.call(CollineSecurityAnalyser.java:119)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:745)
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Test case 020: FAIL
2016-09-26 19:04:22,956 INFO  [pool-198-thread-2] c.t.v.t.a.Analyser - Skip JIRA update due to empty issue key
2016-09-26 19:04:22,956 ERROR [pool-198-thread-2] c.t.v.t.a.c.CollineSecurityAnalyser - Comparison skipped
java.lang.IllegalArgumentException: File cannot be null
	at javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:198)
